iter	Passed	Remaining
845	59387	221404
846	59454	221321
847	59517	221225
848	59583	221140
849	59647	221047
850	59712	220956
851	59781	220881
852	59845	220788
853	59908	220694
854	59975	220610
855	60040	220521
856	60107	220441
857	60154	220285
858	60217	220191
859	60283	220104
860	60347	220013
861	60412	219925
862	60478	219839
863	60542	219747
864	60606	219655
865	60668	219555
866	60739	219487
867	60806	219407
868	60870	219315
869	60948	219275
870	61030	219247
871	61103	219187
872	61201	219218
873	61270	219143
874	61337	219062
875	61419	219036
876	61491	218971
877	61556	218881
878	61621	218793
879	61686	218707
880	61751	218618
881	61816	218529
882	61881	218441
883	61945	218352
884	62011	218265
885	62081	218195
886	62149	218117
887	62215	218035
888	62282	217954
889	62350	217874
890	62402	217744
891	62468	217660
892	62534	217573
893	62600	217492
894	62667	217410
895	62731	217320
896	62800	217245
897	62865	217157
898	62927	217062
899	62994	216981
900	63060	216898
901	63134	216842
902	63196	216745
903	63265	216671
904	63332	216588
905	63398	216506
906	63462	216417
907	63542	216380
908	63625	216353
909	63693	216277
910	63767	216220
911	63836	216147
912	63900	216058
913	63968	215981
914	64032	215890
915	64098	215807
916	64160	215711
917	64225	215625
918	64291	215541
919	64358	215460
920	64424	215376
921	64484	215275
922	64549	215187
923	64615	215105
924	64680	215020
925	64746	214937
926	64809	214842
927	64875	214760
928	64939	214670
929	65009	214601
930	65074	214513
931	65150	214465
932	65245	214479
933	65327	214447
934	65393	214365
935	65456	214273
936	65525	214198
937	65590	214112
938	65682	214116
939	65762	214078
940	65826	213989
941	65894	213911
942	65959	213827
943	66025	213744
944	66094	213669
945	66157	213579
946	66224	213499
947	66291	213420
948	66359	213344
949	66424	213258
950	66491	213178
951	66561	213107
952	66625	213020
953	66699	212964
954	66776	212914
955	66842	212834
956	66912	212763
957	66983	212698
958	67054	212629
959	67128	212574
960	67200	212510
961	67271	212444
962	67347	212393
963	67419	212330
964	67497	212283
965	67560	212192
966	67628	212117
967	67700	212053
968	67775	211999
969	67860	211975
970	67924	211888
971	67996	211824
972	68063	211744
973	68129	211664
974	68195	211579
975	68263	211504
976	68331	211427
977	68394	211337
978	68458	211250
979	68523	211163
980	68589	211081
981	68652	210989
982	68721	210917
983	68786	210831
984	68853	210753
985	68918	210669
986	68985	210590
987	69057	210528
988	69124	210449
989	69191	210370
990	69257	210289
991	69322	210204
992	69389	210124
993	69451	210031
994	69517	209949
995	69583	209866
996	69649	209788
997	69718	209713
998	69784	209632
999	69847	209542
1000	69953	209581
1001	70026	209519
1002	70092	209438
1003	70158	209357
1004	70222	209269
1005	70290	209193
1006	70357	209114
1007	70422	209033
1008	70486	208946
1009	70551	208859
1010	70616	208777
1011	70684	208701
1012	70747	208610
1013	70813	208529
1014	70898	208504
1015	71001	208533
1016	71077	208478
1017	71175	208493
1018	71243	208416
1019	71310	208339
1020	71374	208250
1021	71439	208166
1022	71505	208086
1023	71573	208009
1024	71636	207921
1025	71705	207846
1026	71771	207766
1027	71838	207687
1028	71903	207604
1029	71976	207544
1030	72074	207555
1031	72143	207481
1032	72210	207403
1033	72277	207325
1034	72340	207236
1035	72406	207154
1036	72471	207072
1037	72536	206988
1038	72602	206906
1039	72668	206826
1040	72734	206746
1041	72798	206659
1042	72864	206578
1043	72927	206489
1044	72994	206409
1045	73060	206330
1046	73127	206250
1047	73193	206172
1048	73261	206095
1049	73326	206013
1050	73389	205924
1051	73456	205845
1052	73522	205766
1053	73595	205704
1054	73663	205629
1055	73729	205548
1056	73799	205480
1057	73864	205396
1058	73930	205316
1059	73997	205237
1060	74061	205152
1061	74125	205067
1062	74225	205080
1063	74289	204993
1064	74353	204909
1065	74417	204823
1066	74482	204739
1067	74543	204644
1068	74612	204572
1069	74676	204487
1070	74741	204405
1071	74806	204323
1072	74870	204237
1073	74941	204169
1074	75006	204088
1075	75068	203995
1076	75135	203918
1077	75200	203835
1078	75266	203757
1079	75332	203675
1080	75395	203589
1081	75462	203510
1082	75525	203424
1083	75588	203335
1084	75655	203259
1085	75722	203182
1086	75784	203092
1087	75848	203007
1088	75915	202929
1089	75979	202843
1090	76047	202769
1091	76112	202688
1092	76168	202582
1093	76232	202497
1094	76298	202418
1095	76385	202393
1096	76450	202311
1097	76510	202216
1098	76577	202138
1099	76641	202054
1100	76709	201980
1101	76775	201901
1102	76838	201813
1103	76904	201733
1104	76968	201650
1105	77039	201585
1106	77106	201508
1107	77172	201428
1108	77243	201361
1109	77308	201280
1110	77371	201193
1111	77437	201113
1112	77501	201029
1113	77564	200943
1114	77630	200863
1115	77698	200789
1116	77760	200700
1117	77823	200614
1118	77885	200526
1119	77952	200450
1120	78020	200375
1121	78084	200292
1122	78148	200208
1123	78215	200132
1124	78280	200050
1125	78346	199972
1126	78412	199892
1127	78502	199873
1128	78571	199803
1129	78637	199726
1130	78703	199646
1131	78765	199559
1132	78830	199476
1133	78897	199400
1134	78964	199324
1135	79031	199249
1136	79097	199169
1137	79178	199128
1138	79244	199051
1139	79314	198982
1140	79379	198901
1141	79445	198821
1142	79508	198736
1143	79573	198656
1144	79639	198577
1145	79705	198499
1146	79768	198412
1147	79833	198332
1148	79896	198246
1149	79960	198162
1150	80027	198086
1151	80091	198003
1152	80157	197925
1153	80223	197847
1154	80287	197765
1155	80353	197685
1156	80418	197604
1157	80483	197524
1158	80547	197441
1159	80644	197439
1160	80709	197359
1161	80772	197272
1162	80836	197191
1163	80915	197144
1164	81002	197117
1165	81084	197077
1166	81162	197029
1167	81231	196958
1168	81298	196882
1169	81364	196804
1170	81430	196725
1171	81498	196653
1172	81564	196576
1173	81631	196499
1174	81696	196420
1175	81762	196341
1176	81826	196257
1177	81894	196185
1178	81964	196116
1179	82033	196045
1180	82100	195971
1181	82169	195900
1182	82236	195824
1183	82302	195746
1184	82365	195660
1185	82430	195582
1186	82489	195486
1187	82551	195400
1188	82619	195327
1189	82745	195389
1190	82827	195351
1191	82893	195272
1192	82959	195194
1193	83027	195121
1194	83092	195041
1195	83167	194985
1196	83237	194915
1197	83303	194837
1198	83368	194758
1199	83437	194688
1200	83512	194631
1201	83585	194569
1202	83659	194509
1203	83726	194435
1204	83790	194352
1205	83857	194276
1206	83938	194234
1207	84007	194163
1208	84070	194077
1209	84140	194010
1210	84205	193928
1211	84272	193853
1212	84336	193772
1213	84397	193684
1214	84462	193602
1215	84525	193519
1216	84590	193438
1217	84656	193360
1218	84719	193277
1219	84780	193187
1220	84848	193115
1221	84932	193079
1222	84998	193002
1223	85061	192918
1224	85129	192843
1225	85192	192760
1226	85257	192680
1227	85320	192596
1228	85383	192512
1229	85448	192433
1230	85513	192353
1231	85578	192273
1232	85643	192195
1233	85708	192115
1234	85773	192034
1235	85838	191955
1236	85904	191878
1237	85969	191799
1238	86034	191719
1239	86099	191639
1240	86165	191562
1241	86231	191487
1242	86296	191406
1243	86363	191332
1244	86428	191252
1245	86491	191170
1246	86555	191088
1247	86622	191012
1248	86689	190939
1249	86754	190859
1250	86818	190777
1251	86884	190702
1252	86952	190629
1253	87036	190591
1254	87116	190545
1255	87183	190470
1256	87250	190396
1257	87313	190313
1258	87378	190233
1259	87441	190150
1260	87511	190082
1261	87579	190010
1262	87643	189929
1263	87712	189859
1264	87778	189781
1265	87844	189705
1266	87910	189629
1267	87976	189552
1268	88044	189478
1269	88112	189408
1270	88175	189324
1271	88241	189247
1272	88308	189173
1273	88373	189093
1274	88435	189009
1275	88498	188925
1276	88567	188856
1277	88631	188774
1278	88693	188691
1279	88755	188605
1280	88821	188528
1281	88889	188456
1282	88955	188381
1283	89020	188302
1284	89088	188229
1285	89188	188224
1286	89255	188150
1287	89319	188069
1288	89392	188007
1289	89460	187935
1290	89521	187848
1291	89587	187772
1292	89651	187693
1293	89716	187613
1294	89781	187536
1295	89849	187464
1296	89915	187388
1297	89982	187312
1298	90048	187236
1299	90114	187160
1300	90181	187086
1301	90249	187015
1302	90313	186934
1303	90380	186859
1304	90447	186786
1305	90514	186713
1306	90581	186637
1307	90647	186561
1308	90711	186481
1309	90773	186397
1310	90865	186374
1311	90941	186318
1312	91024	186277
1313	91095	186212
1314	91158	186129
1315	91225	186054
1316	91317	186032
1317	91380	185951
1318	91444	185871
1319	91509	185791
1320	91573	185711
1321	91639	185634
1322	91704	185558
1323	91770	185482
1324	91837	185407
1325	91901	185327
1326	91971	185259
1327	92038	185185
1328	92106	185114
1329	92171	185036
1330	92237	184960
1331	92301	184881
1332	92368	184805
1333	92432	184726
1334	92498	184650
1335	92564	184575
1336	92627	184493
1337	92691	184413
1338	92753	184329
1339	92819	184253
1340	92885	184178
1341	92959	184118
1342	93029	184050
1343	93094	183972
1344	93162	183900
1345	93226	183821
1346	93290	183741
1347	93356	183665
1348	93448	183640
1349	93522	183581
1350	93595	183518
1351	93666	183453
1352	93736	183385
1353	93804	183313
1354	93873	183243
1355	93936	183161
1356	94003	183089
1357	94069	183013
1358	94138	182943
1359	94202	182862
1360	94275	182800
1361	94339	182721
1362	94403	182643
1363	94465	182560
1364	94532	182485
1365	94628	182468
1366	94709	182421
1367	94783	182360
1368	94853	182292
1369	94919	182218
1370	94987	182145
1371	95052	182069
1372	95120	181996
1373	95186	181921
1374	95252	181844
1375	95316	181765
1376	95382	181690
1377	95447	181613
1378	95532	181573
