iter	RMSE
318	5774327.183
319	5765177.047
320	5754804.748
321	5751997.252
322	5739163.92
323	5730641.007
324	5707556.956
325	5700133.48
326	5690588.458
327	5675470.95
328	5662589.55
329	5624069.781
330	5614142.169
331	5604370.862
332	5575532.394
333	5566020.984
334	5558580.94
335	5550668.719
336	5539882.362
337	5528383.449
338	5512321.977
339	5503718.648
340	5482086.184
341	5473085.081
342	5465513.769
343	5438158.901
344	5416876.592
345	5409652.866
346	5393084.492
347	5386188.736
348	5374075.463
349	5363230.425
350	5356535.857
351	5346866.723
352	5328645.655
353	5320752.497
354	5311981.58
355	5285829.228
356	5279233.959
357	5266915.726
358	5264993.422
359	5258672.194
360	5252606.838
361	5244127.618
362	5238093.549
363	5219213.372
364	5215147.152
365	5185462.779
366	5181429.908
367	5174039.43
368	5154022.88
369	5148223.86
370	5134500.368
371	5128701.091
372	5122569.603
373	5119392.536
374	5099978.488
375	5094437.936
376	5087652.887
377	5082383.636
378	5081910.882
379	5073074.352
380	5070153.975
381	5065189.74
382	5060399.754
383	5057742.757
384	5046489.069
385	5033898.74
386	5028601.526
387	5022159.495
388	5018622.892
389	5008859.569
390	5007033.352
391	4997838.266
392	4989020.839
393	4981045.715
394	4978613.936
395	4970792.664
396	4966194.875
397	4961074.342
398	4956948.091
399	4951519.145
400	4947549.574
401	4936766.517
402	4920020.674
403	4908980.928
404	4906717.137
405	4905919.468
406	4897833.55
407	4886145.942
408	4882399.24
409	4878793.918
410	4862446.782
411	4852542.912
412	4832942.626
413	4817691.013
414	4803469.7
415	4783874.603
416	4779301.552
417	4774979.401
418	4762259.967
419	4758823.379
420	4749474.405
421	4747075.048
422	4732946.662
423	4724415.001
424	4711380.264
425	4703924.317
426	4692846.273
427	4684678.536
428	4681375.322
429	4678193.481
430	4661154.886
431	4654235.85
432	4645921.147
433	4635102.084
434	4632085.083
435	4628602.293
436	4618455.013
437	4601831.856
438	4576298.885
439	4570149.755
440	4548621.011
441	4541455.108
442	4538501.868
443	4529615.968
444	4521579.145
445	4519954.089
446	4508092.522
447	4494391.547
448	4489416.166
449	4468887
450	4455231.136
451	4451009.827
452	4448706.371
453	4432996.213
454	4427805.686
455	4417077.69
456	4411404.335
457	4390247.752
458	4382105.148
459	4377985.811
460	4358341.96
461	4354242.992
462	4347634.772
463	4345542.333
464	4328381.236
465	4306485.685
466	4296570.195
467	4287512.355
468	4270220.574
469	4262954.561
470	4247465.048
471	4241169.627
472	4239389.241
473	4237977.322
474	4222275.369
475	4219532.782
476	4211185.778
477	4193879.856
478	4190341.251
479	4181780.84
480	4177513.112
481	4168980.161
482	4157899.086
483	4148819.5
484	4145391.798
485	4142391.429
486	4132420.611
487	4126281.63
488	4117204.601
489	4110410.159
490	4099909.231
491	4084174.38
492	4080551.072
493	4065090.002
494	4064102.011
495	4056036.772
496	4048042.853
497	4045546.612
498	4026424.611
499	4010031.176
500	3995041.014
501	3978256.605
502	3976802.725
503	3959370.72
504	3954805.864
505	3948479.628
506	3936138.213
507	3926930.76
508	3917245.815
509	3911267.22
510	3901049.606
511	3896121.868
512	3872533.45
513	3866723.608
514	3850837.098
515	3844630.902
516	3842837.885
517	3841139.763
518	3836908.233
519	3831839.704
520	3830959.453
521	3823799.311
522	3820387.029
523	3805461.962
524	3804185.011
525	3798647.092
526	3777884.868
527	3767608.431
528	3765558.636
529	3753621.497
530	3750000.44
531	3742808.228
532	3737684.05
533	3732486.059
534	3725112.954
535	3717776.225
536	3706338.843
537	3701993.907
538	3691794.243
539	3680825.53
540	3678531.34
541	3666627.469
542	3652526.593
543	3649147.521
544	3647278.072
545	3635464.157
546	3633341.311
547	3628563.27
548	3615389.896
549	3613488.398
550	3612421.269
551	3607119.628
552	3593935.049
553	3589495.52
554	3575948.575
555	3563253.185
556	3545353.469
557	3531095.896
558	3525560.695
559	3524577.415
560	3519803.469
561	3517216.206
562	3499334.408
563	3489897.56
564	3475800.102
565	3472185.321
566	3460503.883
567	3458401.055
568	3455507.976
569	3453982.45
570	3451165.982
571	3449271.403
572	3446864.953
573	3440730.448
574	3439108.738
575	3435961.927
576	3429720.645
577	3427236.91
578	3419575.896
579	3409814.641
580	3405468.645
581	3394761.731
582	3382250.368
583	3377811.424
584	3373040.269
585	3363098.27
586	3361641.085
587	3357318.772
588	3354790.918
589	3345137.452
590	3336593.662
591	3332940.993
592	3329459.692
593	3313227.186
594	3308367.363
595	3301076.493
596	3298795.617
597	3292485.295
598	3277296.756
599	3271506.711
600	3263300.53
601	3255947.576
602	3244424.63
603	3241460.783
604	3239072.585
605	3230296.919
606	3220802.908
607	3219120.847
608	3212335.297
609	3201861.742
610	3195333.642
611	3182538.172
612	3177595.422
613	3171495.456
614	3162976.305
615	3159184.697
616	3153462.19
617	3144100.399
618	3141697.6
619	3131382.648
620	3123826.128
621	3114779.035
622	3108736.94
623	3097149.647
624	3092752.601
625	3091984.648
626	3084019.641
627	3077756.348
628	3067706.262
629	3061513.113
630	3054864.705
631	3053899.894
632	3048830.48
633	3047000.282
634	3037400.511
635	3032504.633
636	3030604.777
637	3028877.493
638	3012376.257
639	3011544.694
640	3005093.721
641	3000018.23
642	2991980.377
643	2989895.079
644	2984409.568
645	2981015.428
646	2976828.77
647	2973652.576
648	2972344.445
649	2965998.945
650	2959302.42
651	2954116.774
652	2944344.383
653	2942081.75
654	2933441.717
655	2926353.008
656	2919744.905
657	2911267.354
658	2903906.089
659	2901706.993
660	2897775.774
661	2892144.136
662	2888639.392
663	2885849.402
664	2880764.265
665	2875692.014
666	2869521.768
667	2865429.174
668	2861207.403
669	2851436.301
670	2850909.391
671	2847065.75
672	2835480.313
673	2829704.526
674	2829150.082
675	2821648.685
676	2820563.583
677	2815603.783
678	2810569.161
679	2805249.228
680	2801197.429
681	2795287.636
682	2793747.468
683	2785619.617
684	2785027.022
685	2781671.617
686	2773010.475
687	2763879.946
688	2757972.616
689	2752211.906
690	2750119.34
691	2749041.825
692	2740700.7
693	2739012.907
694	2734358.463
695	2732028.536
696	2724074.783
697	2719272.089
698	2711285.385
699	2706515.4
700	2705137.141
701	2702204.568
702	2696621.675
703	2691427.529
704	2685258.683
705	2677662.621
706	2673871.683
707	2663539.184
708	2659653.08
709	2655871.418
710	2651668.233
711	2637405.285
712	2632700.758
713	2629936.346
714	2625152.071
715	2621070.576
716	2615614.292
717	2605811.812
718	2595029.455
719	2588452.599
720	2581243.629
721	2573727.471
722	2568778.922
723	2565376.79
724	2563119.374
725	2548063.851
726	2545704.48
727	2538776.46
728	2530208.502
729	2527481.496
730	2524057.474
731	2523275.506
732	2520691.443
733	2514949.55
734	2509147.011
735	2504124.627
736	2497193.197
737	2492258.042
738	2489737.105
739	2483681.066
740	2480930.367
741	2477658.331
742	2473270.772
743	2467988.346
744	2460244.42
745	2452759.553
746	2447605.547
747	2443301.554
748	2437968.843
749	2435998.729
750	2434473.407
751	2429670.767
752	2425333.033
753	2420699.906
754	2413609.422
755	2409538.857
756	2403822.426
757	2401957.494
758	2397588.66
759	2390072.407
760	2386087.406
761	2383289.235
762	2379883.16
763	2377833.023
764	2377177.278
765	2375529.822
766	2369552.99
767	2368316.577
768	2367026.92
769	2357770.083
770	2357152.581
771	2356558.038
772	2352563.641
773	2344302.3
774	2340728.579
775	2336618.359
776	2335356.939
777	2327948.296
778	2327397.51
779	2318580.839
780	2315082.7
781	2308892.659
782	2302119.919
783	2296908.273
784	2292451.664
785	2287800.882
786	2284085.758
787	2281481.09
788	2279565.682
789	2271410.784
790	2270715.011
791	2266043.992
792	2264387.081
793	2256455.375
794	2250568.451
795	2245939.228
796	2242508.199
797	2238090.706
798	2237672.431
799	2236517.121
800	2233647.305
801	2227429.68
802	2224547.495
803	2220294.608
804	2215094.791
805	2210482.328
806	2203381.751
807	2202948.223
808	2202308.394
809	2194647.476
810	2190628.985
811	2189292.597
812	2186809.221
813	2181021.476
814	2179545.669
815	2178696.558
816	2172534.795
817	2171294.177
818	2166249.364
819	2156725.135
820	2148764.714
821	2143578.451
822	2139477.678
823	2138536.867
824	2135637.777
825	2132365.829
826	2128457.976
827	2125727.575
828	2119599.978
829	2115935.051
830	2111395.701
831	2110725.859
832	2106672.501
833	2105791.994
834	2103996.129
835	2103549.722
836	2099531.004
837	2098121.981
838	2092497.593
839	2091949.608
840	2087127.891
841	2083480.567
842	2078683.315
843	2072019.94
844	2066097.002
845	2064224.672
846	2060426.146
847	2055085.356
848	2051541.029
849	2048693.896
850	2048076.587
851	2045039.474
852	2040628.017
853	2030317.362
854	2024979.504
855	2021661.588
856	2021324.037
857	2020795.714
858	2018057.791
859	2014829.741
860	2013753.376
861	2013267.294
862	2011235.241
863	2009887.206
864	2007366.784
865	2005438.413
866	2003679.304
867	2000281.977
868	1997875.616
869	1997502.181
870	1996095.007
871	1995523.128
872	1992420.527
873	1988678.422
874	1986581.703
875	1983694.113
876	1980124.127
877	1972470.883
878	1970566.744
879	1967908.278
880	1967474.998
881	1965167.538
882	1961994.675
883	1959755.231
884	1957390.668
885	1955033.794
886	1954441.645
887	1952536.432
888	1947702.735
889	1945486.827
890	1944924.007
891	1939766.136
892	1936069.52
893	1933683.925
894	1932231.348
895	1930275.286
896	1926750.759
897	1924804.607
898	1923787.638
899	1921280.469
900	1921011.961
901	1919882.597
902	1916965.617
903	1914147.2
904	1912668.853
905	1904417.418
906	1901765.761
907	1899918.592
908	1898233.194
909	1896776.16
910	1895125.789
911	1892965.323
912	1891026.926
913	1887849.519
914	1887190.001
915	1883174.95
916	1880635.072
917	1878540.143
918	1873924.448
919	1871505.967
920	1868327.33
921	1866466.099
922	1861374.002
923	1858813.495
924	1857023.359
925	1851731.268
926	1843568.807
927	1842112.924
928	1840557.47
929	1835565.965
930	1829615.966
931	1824094.843
932	1821201.846
933	1818486.086
934	1814288.059
935	1809452.454
936	1804721.821
937	1800817.124
938	1793615.366
939	1791700.282
940	1787389.402
941	1785964.204
942	1783851.703
943	1781678.445
944	1779949.321
945	1773799.58
946	1771442.967
947	1767513.986
948	1765808.882
949	1763730.713
950	1759838.965
951	1759322.992
952	1758269.735
953	1757012.406
954	1755852.871
955	1754575.117
956	1753211.98
957	1747427.083
958	1745433.981
959	1743343.974
960	1741969.367
961	1739623.869
962	1735566.604
963	1733546.72
964	1732867.672
965	1726024.664
966	1724458.837
967	1721790.785
968	1714454.297
969	1712575.854
970	1711643.419
971	1708464.22
972	1706886.138
973	1706157.166
974	1702755.539
975	1698854.591
976	1697428.781
977	1696635.636
978	1695694.356
979	1691535.458
980	1690888.853
981	1687250.107
982	1686391.076
983	1682863.906
984	1681745.496
985	1679728.514
986	1677701.897
987	1675817.231
988	1673927.415
989	1671550.08
990	1665742.843
991	1663238.865
992	1657706.703
993	1655230.947
994	1652638.879
995	1650539.556
996	1649130.656
997	1647610.894
998	1644522.679
999	1643360.39
1000	1639649.37
1001	1638650.029
1002	1638562.936
1003	1635716.021
1004	1633818.7
1005	1632416.631
1006	1631159.842
1007	1630451.767
1008	1628486.226
1009	1625428.169
1010	1622153.722
1011	1620834.911
1012	1619162.221
1013	1618601.881
1014	1613174.774
1015	1612964.962
1016	1611630.912
1017	1608763.99
1018	1605729.541
1019	1601482.567
1020	1599665.101
1021	1598357.292
1022	1596591.289
1023	1594578.236
1024	1593494.521
1025	1589870.308
1026	1585437.149
1027	1583531.028
1028	1583147.667
1029	1582282.192
1030	1577836.516
1031	1577376.321
1032	1574375.465
1033	1572863.243
1034	1569147.967
1035	1562166.924
1036	1560898.486
1037	1558484.234
1038	1555302.596
1039	1554427.574
1040	1553283.18
1041	1552883.374
1042	1550904.274
1043	1547163.339
1044	1546137.066
1045	1543871.269
1046	1542473.972
1047	1540760.968
1048	1539185.628
1049	1536783.012
1050	1533890.362
1051	1531088.219
1052	1528970.597
1053	1528095.307
1054	1527540.391
1055	1525983.342
1056	1522369.657
1057	1520980.879
1058	1518814.893
1059	1516460.267
1060	1514317.903
1061	1510647.768
1062	1509442.171
1063	1507416.236
1064	1504085.904
1065	1503546.847
1066	1501481.489
1067	1498919.624
1068	1497152.146
1069	1496453.711
1070	1495260.652
1071	1492777.843
1072	1488572.826
1073	1486864.186
1074	1486252.328
1075	1484908.604
1076	1479757.307
1077	1477321.094
1078	1476833.796
1079	1474942.79
1080	1472766.435
1081	1472278.196
1082	1471466.909
1083	1469848.145
1084	1468685.49
1085	1467284.199
1086	1467009.907
1087	1464948.281
1088	1462365.216
1089	1459594.436
1090	1458260.407
1091	1456441.901
1092	1456057.441
1093	1454996.838
1094	1451755.538
1095	1449668.843
1096	1449317.117
1097	1449026.463
1098	1446750.582
1099	1444129.255
1100	1441533.424
1101	1436307.491
1102	1432332.928
1103	1429682.613
1104	1427733.062
1105	1426056.497
1106	1421947.869
1107	1419931.144
1108	1418388.279
1109	1417112.462
1110	1414549.615
1111	1412263.811
1112	1411262.433
1113	1409221.596
1114	1407048.18
1115	1404431.57
1116	1402862.192
1117	1401558.146
1118	1398089.71
1119	1392722.071
1120	1390952.502
1121	1389881.88
1122	1388026.186
1123	1387466.057
1124	1385611.995
1125	1383761.806
1126	1382602.005
1127	1379742.726
1128	1377459.128
1129	1377450.486
1130	1376675.728
1131	1374939.187
1132	1374928.906
1133	1373983.729
1134	1373566.189
1135	1371836.426
1136	1368814.961
1137	1365736.51
1138	1363875.366
1139	1363106.706
1140	1360993.922
1141	1360222.126
1142	1357867.426
1143	1356219.963
1144	1354229.385
1145	1353677.819
1146	1352263.888
1147	1351455.754
1148	1350507.955
1149	1349847.587
1150	1347769.303
1151	1346881.349
1152	1346361.403
1153	1344182.494
1154	1343094.831
1155	1340923.909
1156	1339370.034
1157	1338049.968
1158	1335118.044
1159	1334665.86
1160	1333745.368
1161	1332173.806
1162	1330628.513
1163	1330620.314
1164	1330089.619
1165	1325460.739
1166	1324175.701
1167	1323748.836
1168	1321661.324
1169	1319585.621
1170	1318410.242
1171	1316694.351
1172	1314110.865
1173	1311974.164
1174	1310432.283
1175	1308619.216
1176	1308144.991
1177	1307441.322
1178	1306136.559
1179	1304831.391
1180	1303962.583
1181	1301309.198
1182	1299717.387
1183	1297432.19
1184	1295274.62
1185	1291457.408
1186	1291295.438
1187	1289920.593
1188	1289207.399
1189	1289010.096
1190	1284921.523
1191	1284436.608
1192	1284375.062
1193	1283256.577
1194	1282660.124
1195	1282083.621
1196	1280431.752
1197	1279675.916
1198	1277943.314
1199	1274327.291
1200	1271985.718
1201	1269392.171
1202	1266919.576
1203	1266006.583
1204	1264036.038
1205	1262940.18
1206	1261427.709
1207	1258950.93
1208	1258423.776
1209	1258315.199
1210	1257581.993
1211	1254694.635
1212	1253869.164
1213	1253451.869
1214	1251266.701
1215	1249493.672
1216	1246493.656
1217	1246164.963
1218	1244126.273
1219	1243362.771
1220	1242372.539
1221	1242094.706
1222	1241098.65
1223	1239780.017
1224	1237814.09
1225	1237015.946
1226	1235338.346
1227	1234246.114
1228	1233471.087
1229	1230098.017
1230	1226272.853
1231	1224923.612
1232	1221689.055
1233	1220473.674
1234	1218458.888
1235	1215237.685
1236	1214507.577
1237	1214239.535
1238	1212874.273
1239	1210807.091
1240	1207122.847
1241	1205920.35
1242	1205776.032
1243	1203143.7
1244	1202366.773
1245	1201160.648
1246	1199594.985
1247	1197712.044
1248	1195851.84
1249	1193002.041
1250	1191092.243
1251	1189997.036
1252	1187719.529
1253	1186725.493
1254	1186035.16
1255	1185335.411
1256	1184703.428
1257	1183774.642
1258	1182438.997
1259	1181057.662
1260	1178685.485
1261	1178232.697
1262	1177842.225
1263	1175612.915
1264	1172050.32
1265	1169274.494
1266	1167140.472
1267	1167010.657
1268	1165590.729
1269	1163532.992
1270	1162681.296
1271	1161934.627
1272	1159611.339
1273	1156954.149
1274	1155853.466
1275	1153270.824
1276	1152083.658
1277	1151302.999
1278	1150196.317
1279	1148086.372
1280	1147415.058
1281	1145365.377
1282	1144239.834
1283	1144137.155
1284	1143694.649
1285	1141738.038
1286	1140647.989
1287	1139870.073
1288	1139684.614
1289	1139130.894
1290	1138638.081
1291	1137091.68
1292	1136579.91
1293	1134693.706
1294	1132039.188
1295	1131071.033
1296	1130014.897
1297	1128675.042
1298	1127520.457
1299	1124314.925
1300	1123316.56
1301	1122599.802
1302	1122094.963
1303	1121694.502
1304	1120903.392
1305	1119831.304
1306	1118885.903
1307	1114576.197
1308	1114040.802
1309	1112239.178
1310	1110199.722
1311	1108876.479
1312	1108072.324
1313	1106825.147
1314	1106302.981
1315	1104306.502
1316	1103119.694
1317	1100222.131
1318	1098729.517
1319	1098102.14
1320	1096146.891
1321	1094184.112
1322	1092857.21
1323	1091967.005
1324	1090548.323
1325	1089851.366
1326	1088060.355
1327	1086265.139
1328	1084778.906
1329	1084614.232
1330	1083128.495
1331	1081402.899
1332	1081008.928
1333	1078719.973
1334	1077577.627
1335	1077068.706
1336	1076783.316
1337	1073814.78
1338	1071592.71
1339	1070995.111
1340	1069162.571
1341	1068369.706
1342	1065705.111
1343	1064126.566
1344	1062901.506
1345	1061125.438
1346	1060869.313
1347	1060172.278
1348	1059107.353
1349	1057413.119
1350	1055828.375
1351	1055087.468
1352	1054742.377
1353	1053077.645
1354	1051777.439
1355	1050793.051
1356	1049578.64
1357	1048027.594
1358	1046702.139
1359	1045094.041
1360	1043333.376
1361	1043187.454
1362	1041923.756
1363	1039803.086
1364	1039242.355
1365	1038235.44
1366	1038021.383
1367	1037097.724
1368	1035779.002
1369	1035383.599
1370	1034052.189
1371	1032720.669
1372	1032327.825
1373	1030580.065
1374	1029441.828
1375	1027741.527
1376	1027476.642
1377	1025735.185
1378	1024959.194
